"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Mar 03 14:13:40 CST 2026","Tue Mar 03 14:13:40 CST 2026","143","testcase.test_admin","test_admin_api","TestAdminAPI","","","test_user_audit[TC-ADMIN-004_\u975e\u7ba1\u7406\u5458\u8bbf\u95ee]","测试管理员审核用户的各种场景"
"passed","Tue Mar 03 14:15:29 CST 2026","Tue Mar 03 14:15:29 CST 2026","96","testcase.test_finance","test_finance_api","TestFinanceAPI","","","test_recharge[TC-FIN-006_\u672a\u767b\u5f55\u7528\u6237]","测试用户充值接口的各种场景"
"passed","Tue Mar 03 14:15:44 CST 2026","Tue Mar 03 14:15:45 CST 2026","1070","testcase.test_user","test_user_api","TestUserAPI","","","test_login[TC-AUTH-002_\u7ba1\u7406\u5458\u6210\u529f\u767b\u5f55]","测试用户登录接口的各种场景"
"passed","Tue Mar 03 14:15:30 CST 2026","Tue Mar 03 14:15:30 CST 2026","113","testcase.test_product","test_product_api","TestProductAPI","","","test_create_product[TC-PROD-003_\u63cf\u8ff0\u4e3a\u7a7a]","测试创建商品接口的各种场景"
"passed","Tue Mar 03 14:13:53 CST 2026","Tue Mar 03 14:13:55 CST 2026","1327","testcase.test_admin","test_admin_api","TestAdminAPI","","","test_appeal_audit[TC-ADMIN-020_\u901a\u8fc7\u7533\u8bc9]","测试管理员审核申诉的各种场景"
"passed","Tue Mar 03 14:13:41 CST 2026","Tue Mar 03 14:13:41 CST 2026","89","testcase.test_admin","test_admin_api","TestAdminAPI","","","test_product_list[TC-ADMIN-004_\u4e0d\u4f20type\u53c2\u6570\u83b7\u53d6\u6240\u6709\u5546\u54c1]","测试管理员获取商品管理数据"
"failed","Tue Mar 03 14:14:53 CST 2026","Tue Mar 03 14:15:03 CST 2026","10048","testcase.test_evaluation","test_evaluation_api","TestEvaluationAPI","","","test_submit_evaluation[TC-EVAL-005_description_match\u4e3a\u7a7a]","测试提交商品评价接口的各种场景"
"failed","Tue Mar 03 14:15:56 CST 2026","Tue Mar 03 14:15:57 CST 2026","1197","testcase.test_wish","test_wish_api","TestWishAPI","","","test_create_wish[TC-WISH-001_\u521b\u5efa\u6210\u529f]","测试创建心愿接口的各种场景"
"failed","Tue Mar 03 14:13:46 CST 2026","Tue Mar 03 14:13:46 CST 2026","111","testcase.test_admin","test_admin_api","TestAdminAPI","","","test_wish_audit[TC-WISH-MANAGE-005_\u62d2\u7edd\u65f6\u65e0\u539f\u56e0]","测试管理员审核心愿的各种场景"
"passed","Tue Mar 03 14:15:42 CST 2026","Tue Mar 03 14:15:43 CST 2026","560","testcase.test_product","test_product_api","TestProductAPI","","","test_sold_products[TC-PROD-021_\u6210\u529f\u83b7\u53d6]","测试获取我卖出的商品列表接口"
"passed","Tue Mar 03 14:15:59 CST 2026","Tue Mar 03 14:15:59 CST 2026","223","testcase.test_wish","test_wish_api","TestWishAPI","","","test_my_wishes[TC-WISH-006_\u6210\u529f\u83b7\u53d6]","测试获取我的心愿列表接口"
"passed","Tue Mar 03 14:14:05 CST 2026","Tue Mar 03 14:14:06 CST 2026","375","testcase.test_appeal","test_appeal_api","TestAppealAPI","","","test_negative_evaluations[TC-APPEAL-006_\u6210\u529f\u83b7\u53d6]","测试获取卖家负面评价列表"
"failed","Tue Mar 03 14:14:12 CST 2026","Tue Mar 03 14:14:24 CST 2026","11874","testcase.test_evaluation","test_evaluation_api","TestEvaluationAPI","","","test_submit_evaluation[TC-EVAL-001_\u597d\u8bc4\u63d0\u4ea4]","测试提交商品评价接口的各种场景"
"passed","Tue Mar 03 14:15:30 CST 2026","Tue Mar 03 14:15:30 CST 2026","226","testcase.test_product","test_product_api","TestProductAPI","","","test_create_product[TC-PROD-002_\u6807\u9898\u4e3a\u7a7a]","测试创建商品接口的各种场景"
"passed","Tue Mar 03 14:13:50 CST 2026","Tue Mar 03 14:13:51 CST 2026","1053","testcase.test_admin","test_admin_api","TestAdminAPI","","","test_appeal_list[TC-ADMIN-019-4_\u9a8c\u8bc1\u7533\u8bc9\u6570\u636e\u5b8c\u6574\u6027]","测试管理员获取申诉管理数据"
"passed","Tue Mar 03 14:15:48 CST 2026","Tue Mar 03 14:15:48 CST 2026","98","testcase.test_user","test_user_api","TestUserAPI","","","test_login[TC-AUTH-010_\u65e0\u53c2]","测试用户登录接口的各种场景"
"passed","Tue Mar 03 14:15:47 CST 2026","Tue Mar 03 14:15:47 CST 2026","69","testcase.test_user","test_user_api","TestUserAPI","","","test_login[TC-AUTH-008_\u7528\u6237\u4e0d\u5b58\u5728]","测试用户登录接口的各种场景"
"passed","Tue Mar 03 14:14:06 CST 2026","Tue Mar 03 14:14:06 CST 2026","55","testcase.test_base","test_base_api","TestBaseAPI","","","test_csrf_token[TC-BASE-001_\u6b63\u5e38\u83b7\u53d6Token]","测试获取CSRF Token接口的各种场景"
"passed","Tue Mar 03 14:15:30 CST 2026","Tue Mar 03 14:15:31 CST 2026","92","testcase.test_product","test_product_api","TestProductAPI","","","test_create_product[TC-PROD-005_\u65b0\u65e7\u7a0b\u5ea6\u4e3a\u7a7a]","测试创建商品接口的各种场景"
"failed","Tue Mar 03 14:13:42 CST 2026","Tue Mar 03 14:13:42 CST 2026","365","testcase.test_admin","test_admin_api","TestAdminAPI","","","test_product_audit[TC-ADMIN-011_\u62d2\u7edd\u5546\u54c1]","测试管理员审核商品的各种场景"
"failed","Tue Mar 03 14:13:36 CST 2026","Tue Mar 03 14:13:36 CST 2026","106","testcase.test_admin","test_admin_api","TestAdminAPI","","","test_user_manage[TC-ADMIN-003_\u7b5b\u9009\u5df2\u5ba1\u6838]","测试管理员获取用户列表的各种场景"
"passed","Tue Mar 03 14:15:55 CST 2026","Tue Mar 03 14:15:55 CST 2026","107","testcase.test_user","test_user_api","TestUserAPI","","","test_password_reset[TC-AUTH-028_\u59d3\u540d\u4e3a\u7a7a]","测试密码重置申请接口的各种场景"
"passed","Tue Mar 03 14:15:51 CST 2026","Tue Mar 03 14:15:51 CST 2026","79","testcase.test_user","test_user_api","TestUserAPI","","","test_register[TC-AUTH-023_\u5b66\u53f7\u5927\u4e8e20\u4f4d]","测试用户注册接口的各种场景"
"passed","Tue Mar 03 14:13:57 CST 2026","Tue Mar 03 14:13:58 CST 2026","885","testcase.test_admin","test_admin_api","TestAdminAPI","","","test_appeal_audit[TC-ADMIN-023_action\u4e3a\u7a7a]","测试管理员审核申诉的各种场景"
"passed","Tue Mar 03 14:14:03 CST 2026","Tue Mar 03 14:14:04 CST 2026","770","testcase.test_appeal","test_appeal_api","TestAppealAPI","","","test_submit_appeal[TC-APPEAL-002_\u7533\u8bc9\u5185\u5bb9\u4e3a\u7a7a]","测试提交评价申诉接口的各种场景"
"passed","Tue Mar 03 14:15:49 CST 2026","Tue Mar 03 14:15:50 CST 2026","60","testcase.test_user","test_user_api","TestUserAPI","","","test_register[TC-AUTH-013_\u7528\u6237\u540d\u4e3a\u7a7a]","测试用户注册接口的各种场景"
"passed","Tue Mar 03 14:15:29 CST 2026","Tue Mar 03 14:15:29 CST 2026","72","testcase.test_finance","test_finance_api","TestFinanceAPI","","","test_withdraw[TC-FIN-009_\u91d1\u989d\u5927\u4e8e\u4f59\u989d]","测试用户提现接口的各种场景"
"passed","Tue Mar 03 14:15:29 CST 2026","Tue Mar 03 14:15:29 CST 2026","72","testcase.test_finance","test_finance_api","TestFinanceAPI","","","test_withdraw[TC-FIN-008_\u63d0\u73b0\u91d1\u989d\u4e3a\u7a7a]","测试用户提现接口的各种场景"
"passed","Tue Mar 03 14:15:51 CST 2026","Tue Mar 03 14:15:53 CST 2026","1328","testcase.test_user","test_user_api","TestUserAPI","","","test_logout[TC-AUTH-022_\u5df2\u767b\u5f55\u7528\u6237\u767b\u51fa]","测试用户登出接口的各种场景"
"passed","Tue Mar 03 14:15:31 CST 2026","Tue Mar 03 14:15:33 CST 2026","1628","testcase.test_product","test_product_api","TestProductAPI","","","test_purchase_product[TC-PROD-012_\u8d2d\u4e70\u6210\u529f]","测试购买商品接口的各种场景"
"failed","Tue Mar 03 14:15:34 CST 2026","Tue Mar 03 14:15:36 CST 2026","1730","testcase.test_product","test_product_api","TestProductAPI","","","test_purchase_product[TC-PROD-015_\u672a\u767b\u5f55\u7528\u6237]","测试购买商品接口的各种场景"
"passed","Tue Mar 03 14:15:57 CST 2026","Tue Mar 03 14:15:59 CST 2026","1320","testcase.test_wish","test_wish_api","TestWishAPI","","","test_create_wish[TC-WISH-005_\u6743\u9650\u9a8c\u8bc1]","测试创建心愿接口的各种场景"
"passed","Tue Mar 03 14:15:47 CST 2026","Tue Mar 03 14:15:47 CST 2026","54","testcase.test_user","test_user_api","TestUserAPI","","","test_login[TC-AUTH-007_\u8eab\u4efd\u65e0\u6548]","测试用户登录接口的各种场景"
"failed","Tue Mar 03 14:14:24 CST 2026","Tue Mar 03 14:14:34 CST 2026","9718","testcase.test_evaluation","test_evaluation_api","TestEvaluationAPI","","","test_submit_evaluation[TC-EVAL-002_\u5dee\u8bc4\u6709\u8bc1\u636e]","测试提交商品评价接口的各种场景"
"passed","Tue Mar 03 14:15:29 CST 2026","Tue Mar 03 14:15:29 CST 2026","79","testcase.test_finance","test_finance_api","TestFinanceAPI","","","test_withdraw[TC-FIN-010_\u91d1\u989d\u5c0f\u4e8e0.01]","测试用户提现接口的各种场景"
"failed","Tue Mar 03 14:13:37 CST 2026","Tue Mar 03 14:13:39 CST 2026","2375","testcase.test_admin","test_admin_api","TestAdminAPI","","","test_user_manage[TC-ADMIN-004_\u975e\u7ba1\u7406\u5458\u8bbf\u95ee]","测试管理员获取用户列表的各种场景"
"passed","Tue Mar 03 14:14:10 CST 2026","Tue Mar 03 14:14:11 CST 2026","1555","testcase.test_credit","test_credit_api","TestCreditAPI","","","test_credit_appeal[TC-CREDIT-009_\u63d0\u4ea4\u6210\u529f]","测试提交信用申诉接口的各种场景"
